,inflow(t-2),precipitation(t-2),temp_1(t-2),temp_2(t-2),humidity(t-2),wind(t-2),solar(t-2),inflow(t-1),precipitation(t-1),temp_1(t-1),temp_2(t-1),humidity(t-1),wind(t-1),solar(t-1),inflow(t),precipitation(t),temp_1(t),temp_2(t),humidity(t),wind(t),solar(t)
8143,27.5,16.5,19.6,13.2,82.5,1.7,0,75.2,0.2,14.8,8.5,32.4,4,8.2,63.6,0,20,2.1,42.3,2.2,11.8
8144,75.2,0.2,14.8,8.5,32.4,4,8.2,63.6,0,20,2.1,42.3,2.2,11.8,47.9,0,20.8,2.4,47.1,1.3,11.1
8145,63.6,0,20,2.1,42.3,2.2,11.8,47.9,0,20.8,2.4,47.1,1.3,11.1,39.9,0,24.1,1.1,43,0.8,10.9
8146,47.9,0,20.8,2.4,47.1,1.3,11.1,39.9,0,24.1,1.1,43,0.8,10.9,34.9,0,27.5,4.1,53.8,1.1,10.3
8147,39.9,0,24.1,1.1,43,0.8,10.9,34.9,0,27.5,4.1,53.8,1.1,10.3,27.5,0,30.4,9.9,56.5,0.8,11.4
8148,34.9,0,27.5,4.1,53.8,1.1,10.3,27.5,0,30.4,9.9,56.5,0.8,11.4,28.4,0,26.3,12.5,64.9,1.8,7.4
8149,27.5,0,30.4,9.9,56.5,0.8,11.4,28.4,0,26.3,12.5,64.9,1.8,7.4,17.3,0,17.6,5.3,42.6,2.8,10.4
8150,28.4,0,26.3,12.5,64.9,1.8,7.4,17.3,0,17.6,5.3,42.6,2.8,10.4,33.5,0,19.4,0.7,49.3,1.1,12.3
8151,17.3,0,17.6,5.3,42.6,2.8,10.4,33.5,0,19.4,0.7,49.3,1.1,12.3,21,0,22.3,2.9,41.6,1.2,11.6
8152,33.5,0,19.4,0.7,49.3,1.1,12.3,21,0,22.3,2.9,41.6,1.2,11.6,12.9,0,23.3,6,38.8,1.5,11.2
8153,21,0,22.3,2.9,41.6,1.2,11.6,12.9,0,23.3,6,38.8,1.5,11.2,17.6,0,25.3,6.7,41.6,2,10.7
8154,12.9,0,23.3,6,38.8,1.5,11.2,17.6,0,25.3,6.7,41.6,2,10.7,29.5,52.5,15.1,11.2,82.4,0.8,0
8155,17.6,0,25.3,6.7,41.6,2,10.7,29.5,52.5,15.1,11.2,82.4,0.8,0,348.7,35.5,16.2,10.5,82,1.3,0
8156,29.5,52.5,15.1,11.2,82.4,0.8,0,348.7,35.5,16.2,10.5,82,1.3,0,329.1,0,23.9,6.6,51.8,2.5,12.5
8157,348.7,35.5,16.2,10.5,82,1.3,0,329.1,0,23.9,6.6,51.8,2.5,12.5,171.5,1,27.8,6,48.1,1.8,10.1
8158,329.1,0,23.9,6.6,51.8,2.5,12.5,171.5,1,27.8,6,48.1,1.8,10.1,110.4,7.5,19.7,13.3,81.3,0.6,0
8159,171.5,1,27.8,6,48.1,1.8,10.1,110.4,7.5,19.7,13.3,81.3,0.6,0,80.6,0,28.6,14.1,60.6,1.1,10.2
8160,110.4,7.5,19.7,13.3,81.3,0.6,0,80.6,0,28.6,14.1,60.6,1.1,10.2,77.5,0,25.7,9.6,55.1,1.3,10.2
8161,80.6,0,28.6,14.1,60.6,1.1,10.2,77.5,0,25.7,9.6,55.1,1.3,10.2,43.5,1.5,21.5,9.5,58.4,1.3,0.4
8162,77.5,0,25.7,9.6,55.1,1.3,10.2,43.5,1.5,21.5,9.5,58.4,1.3,0.4,59.8,22,12.7,10.6,81.6,1.9,0
8163,43.5,1.5,21.5,9.5,58.4,1.3,0.4,59.8,22,12.7,10.6,81.6,1.9,0,96.8,0,23.9,9.5,64,1.5,12.3
8164,59.8,22,12.7,10.6,81.6,1.9,0,96.8,0,23.9,9.5,64,1.5,12.3,97.1,0,25.8,11.5,67.4,1.1,6.2
8165,96.8,0,23.9,9.5,64,1.5,12.3,97.1,0,25.8,11.5,67.4,1.1,6.2,69.3,0,23.9,13.4,60.3,1.5,2.6
8166,97.1,0,25.8,11.5,67.4,1.1,6.2,69.3,0,23.9,13.4,60.3,1.5,2.6,61.2,0,27.3,11.2,59.1,1.6,11.3
8167,69.3,0,23.9,13.4,60.3,1.5,2.6,61.2,0,27.3,11.2,59.1,1.6,11.3,49.9,0,24.7,12.3,67.3,1.1,2.2
8168,61.2,0,27.3,11.2,59.1,1.6,11.3,49.9,0,24.7,12.3,67.3,1.1,2.2,39,0,27.8,12,66.6,0.9,8.8
8169,49.9,0,24.7,12.3,67.3,1.1,2.2,39,0,27.8,12,66.6,0.9,8.8,45.8,0,27.6,13.4,69.9,1.1,3.7
8170,39,0,27.8,12,66.6,0.9,8.8,45.8,0,27.6,13.4,69.9,1.1,3.7,20.8,4,21.3,14.3,66.3,2.5,0
8171,45.8,0,27.6,13.4,69.9,1.1,3.7,20.8,4,21.3,14.3,66.3,2.5,0,33.7,8,16.5,11.9,79.4,1.5,0
8172,20.8,4,21.3,14.3,66.3,2.5,0,33.7,8,16.5,11.9,79.4,1.5,0,74.2,1,17.6,11.4,77.4,1,0
8173,33.7,8,16.5,11.9,79.4,1.5,0,74.2,1,17.6,11.4,77.4,1,0,62,5,23.9,10.8,71.8,1.2,6.9
8174,74.2,1,17.6,11.4,77.4,1,0,62,5,23.9,10.8,71.8,1.2,6.9,51.6,0.1,23.6,12.3,71.3,1.1,9
8175,62,5,23.9,10.8,71.8,1.2,6.9,51.6,0.1,23.6,12.3,71.3,1.1,9,35.4,0,28.9,11.7,63.9,1,9.2
8176,51.6,0.1,23.6,12.3,71.3,1.1,9,35.4,0,28.9,11.7,63.9,1,9.2,27.4,0,28.1,11.3,54.8,1.2,8.5
8177,35.4,0,28.9,11.7,63.9,1,9.2,27.4,0,28.1,11.3,54.8,1.2,8.5,34.3,0,28.3,14.6,51.6,1.3,10.5
8178,27.4,0,28.1,11.3,54.8,1.2,8.5,34.3,0,28.3,14.6,51.6,1.3,10.5,29.9,0,28.4,13,47.5,1.7,12.6
8179,34.3,0,28.3,14.6,51.6,1.3,10.5,29.9,0,28.4,13,47.5,1.7,12.6,23.7,0,28.7,9.7,46.1,1.6,12.7
8180,29.9,0,28.4,13,47.5,1.7,12.6,23.7,0,28.7,9.7,46.1,1.6,12.7,13.7,0,27.9,10.5,47.5,1.3,12
8181,23.7,0,28.7,9.7,46.1,1.6,12.7,13.7,0,27.9,10.5,47.5,1.3,12,21.7,2,23.6,11.3,65,1.3,8
8182,13.7,0,27.9,10.5,47.5,1.3,12,21.7,2,23.6,11.3,65,1.3,8,17.7,0,24.6,10.7,66.9,1.2,6.9
8183,21.7,2,23.6,11.3,65,1.3,8,17.7,0,24.6,10.7,66.9,1.2,6.9,13.9,0,26.3,10.2,56.9,1.3,12.3
8184,17.7,0,24.6,10.7,66.9,1.2,6.9,13.9,0,26.3,10.2,56.9,1.3,12.3,20.9,0,28.1,9.8,54.6,1,10.7
8185,13.9,0,26.3,10.2,56.9,1.3,12.3,20.9,0,28.1,9.8,54.6,1,10.7,3.1,3.5,26.5,13.2,70.5,1.6,4.1
8186,20.9,0,28.1,9.8,54.6,1,10.7,3.1,3.5,26.5,13.2,70.5,1.6,4.1,13.9,0,27.6,17.1,63.5,1.8,8.7
8187,3.1,3.5,26.5,13.2,70.5,1.6,4.1,13.9,0,27.6,17.1,63.5,1.8,8.7,12.8,0,27.9,16.7,58.8,1.7,9.8
8188,13.9,0,27.6,17.1,63.5,1.8,8.7,12.8,0,27.9,16.7,58.8,1.7,9.8,4.7,0,30.4,13.4,57.4,1,12.8
8189,12.8,0,27.9,16.7,58.8,1.7,9.8,4.7,0,30.4,13.4,57.4,1,12.8,7.3,0,30.9,14.5,55.4,1,10.1
8190,4.7,0,30.4,13.4,57.4,1,12.8,7.3,0,30.9,14.5,55.4,1,10.1,10.6,0,29.2,18.4,62.4,0.8,4.3
8191,7.3,0,30.9,14.5,55.4,1,10.1,10.6,0,29.2,18.4,62.4,0.8,4.3,18.4,0,30.9,16.5,64.5,1,6.2
8192,10.6,0,29.2,18.4,62.4,0.8,4.3,18.4,0,30.9,16.5,64.5,1,6.2,1.4,0,33.2,18.6,63.8,1,9.1
8193,18.4,0,30.9,16.5,64.5,1,6.2,1.4,0,33.2,18.6,63.8,1,9.1,0,0,33.2,18.1,56.1,1.5,11.6
8194,1.4,0,33.2,18.6,63.8,1,9.1,0,0,33.2,18.1,56.1,1.5,11.6,6.4,0,28.7,16.6,63.6,1.1,6
8195,0,0,33.2,18.1,56.1,1.5,11.6,6.4,0,28.7,16.6,63.6,1.1,6,45.9,0,30.6,16,61.9,1.6,7.9
8196,6.4,0,28.7,16.6,63.6,1.1,6,45.9,0,30.6,16,61.9,1.6,7.9,0,25,26.2,19.3,74.8,1,0.1
8197,45.9,0,30.6,16,61.9,1.6,7.9,0,25,26.2,19.3,74.8,1,0.1,13.3,0,27.7,15,59.3,2.1,9.8
8198,0,25,26.2,19.3,74.8,1,0.1,13.3,0,27.7,15,59.3,2.1,9.8,23.5,7.5,22.8,11.1,76.5,0.9,3.8
8199,13.3,0,27.7,15,59.3,2.1,9.8,23.5,7.5,22.8,11.1,76.5,0.9,3.8,19.6,0,24.1,17.1,70.5,1.2,3.2
8200,23.5,7.5,22.8,11.1,76.5,0.9,3.8,19.6,0,24.1,17.1,70.5,1.2,3.2,16.1,0,25.6,15.1,64.5,1.2,5.5
8201,19.6,0,24.1,17.1,70.5,1.2,3.2,16.1,0,25.6,15.1,64.5,1.2,5.5,12.2,0.1,24.4,14.3,72.8,1,4.4
8202,16.1,0,25.6,15.1,64.5,1.2,5.5,12.2,0.1,24.4,14.3,72.8,1,4.4,20.6,0,28.1,16,66.6,1.1,10.2
8203,12.2,0.1,24.4,14.3,72.8,1,4.4,20.6,0,28.1,16,66.6,1.1,10.2,0,0,30.2,15.1,67.1,1.2,10
8204,20.6,0,28.1,16,66.6,1.1,10.2,0,0,30.2,15.1,67.1,1.2,10,4.7,0,30.7,16,64.4,1.2,11
8205,0,0,30.2,15.1,67.1,1.2,10,4.7,0,30.7,16,64.4,1.2,11,12.7,23.5,28.7,18.4,69.8,1.2,2.6
8206,4.7,0,30.7,16,64.4,1.2,11,12.7,23.5,28.7,18.4,69.8,1.2,2.6,26.7,16.5,28,19.2,76.1,1.2,6.3
8207,12.7,23.5,28.7,18.4,69.8,1.2,2.6,26.7,16.5,28,19.2,76.1,1.2,6.3,26.8,0,30,17.7,63.3,1.5,10.5
8208,26.7,16.5,28,19.2,76.1,1.2,6.3,26.8,0,30,17.7,63.3,1.5,10.5,16.5,0,25.9,16.2,60.1,2.4,8.1
8209,26.8,0,30,17.7,63.3,1.5,10.5,16.5,0,25.9,16.2,60.1,2.4,8.1,9.7,2,20.1,16.6,75,1.4,0
8210,16.5,0,25.9,16.2,60.1,2.4,8.1,9.7,2,20.1,16.6,75,1.4,0,19.3,5,17.8,15.2,74.1,1.7,0
8211,9.7,2,20.1,16.6,75,1.4,0,19.3,5,17.8,15.2,74.1,1.7,0,19.3,0,23.1,12.4,61.5,1.6,7.1
8212,19.3,5,17.8,15.2,74.1,1.7,0,19.3,0,23.1,12.4,61.5,1.6,7.1,16.7,0,28.1,9.8,60.4,1.5,13.2
8213,19.3,0,23.1,12.4,61.5,1.6,7.1,16.7,0,28.1,9.8,60.4,1.5,13.2,10.2,0,30.2,12.5,59.9,1,13
8214,16.7,0,28.1,9.8,60.4,1.5,13.2,10.2,0,30.2,12.5,59.9,1,13,12.5,0,31.2,15.9,59.9,0.9,11
8215,10.2,0,30.2,12.5,59.9,1,13,12.5,0,31.2,15.9,59.9,0.9,11,3.7,0,32.6,16.4,48.5,1.7,12.9
8216,12.5,0,31.2,15.9,59.9,0.9,11,3.7,0,32.6,16.4,48.5,1.7,12.9,4.2,0,30.9,16.3,63,1.7,7.4
8217,3.7,0,32.6,16.4,48.5,1.7,12.9,4.2,0,30.9,16.3,63,1.7,7.4,3.2,0,29.7,20.6,68.3,1.4,6.2
8218,4.2,0,30.9,16.3,63,1.7,7.4,3.2,0,29.7,20.6,68.3,1.4,6.2,6.4,0.5,30.9,21.5,73.6,0.9,6.1
8219,3.2,0,29.7,20.6,68.3,1.4,6.2,6.4,0.5,30.9,21.5,73.6,0.9,6.1,5.8,0,34.3,21.1,67.6,0.9,10.4
8220,6.4,0.5,30.9,21.5,73.6,0.9,6.1,5.8,0,34.3,21.1,67.6,0.9,10.4,6.4,0,34.8,21.4,67.8,1.1,10
8221,5.8,0,34.3,21.1,67.6,0.9,10.4,6.4,0,34.8,21.4,67.8,1.1,10,20,42,26.4,21,86.1,1.4,0
8222,6.4,0,34.8,21.4,67.8,1.1,10,20,42,26.4,21,86.1,1.4,0,202,23,23.1,20.2,81.1,1.7,0
8223,20,42,26.4,21,86.1,1.4,0,202,23,23.1,20.2,81.1,1.7,0,182.3,2.5,25.8,19.7,75,1.7,1.4
8224,202,23,23.1,20.2,81.1,1.7,0,182.3,2.5,25.8,19.7,75,1.7,1.4,104.4,0,29.8,19,67.1,1,7.7
8225,182.3,2.5,25.8,19.7,75,1.7,1.4,104.4,0,29.8,19,67.1,1,7.7,62.2,0,31.1,21.1,62.4,1.6,10.5
8226,104.4,0,29.8,19,67.1,1,7.7,62.2,0,31.1,21.1,62.4,1.6,10.5,48.9,0,30,19.3,63.1,2.2,12.3
8227,62.2,0,31.1,21.1,62.4,1.6,10.5,48.9,0,30,19.3,63.1,2.2,12.3,32.7,0,31.7,17.1,65.1,1.4,8.4
8228,48.9,0,30,19.3,63.1,2.2,12.3,32.7,0,31.7,17.1,65.1,1.4,8.4,28.7,0,30.6,20.4,65.9,1.4,6.2
8229,32.7,0,31.7,17.1,65.1,1.4,8.4,28.7,0,30.6,20.4,65.9,1.4,6.2,34.7,10.5,26.9,22,84.4,0.5,0
8230,28.7,0,30.6,20.4,65.9,1.4,6.2,34.7,10.5,26.9,22,84.4,0.5,0,204.8,49.5,25,22.8,90.8,0.6,0
8231,34.7,10.5,26.9,22,84.4,0.5,0,204.8,49.5,25,22.8,90.8,0.6,0,265,0.1,31.2,22.5,79.4,0.9,5
8232,204.8,49.5,25,22.8,90.8,0.6,0,265,0.1,31.2,22.5,79.4,0.9,5,135.7,1,30,21.8,72.9,1.4,3.5
8233,265,0.1,31.2,22.5,79.4,0.9,5,135.7,1,30,21.8,72.9,1.4,3.5,128.1,8.5,28.5,20.9,82.9,0.7,1.3
8234,135.7,1,30,21.8,72.9,1.4,3.5,128.1,8.5,28.5,20.9,82.9,0.7,1.3,108.4,0,29.7,20.3,67.8,1.5,6.7
8235,128.1,8.5,28.5,20.9,82.9,0.7,1.3,108.4,0,29.7,20.3,67.8,1.5,6.7,116.6,22,22.7,19.2,87.5,1.7,0
8236,108.4,0,29.7,20.3,67.8,1.5,6.7,116.6,22,22.7,19.2,87.5,1.7,0,269.3,0,28.5,19.1,77.3,1.2,4.2
8237,116.6,22,22.7,19.2,87.5,1.7,0,269.3,0,28.5,19.1,77.3,1.2,4.2,176.3,0.5,30.7,21.3,79.8,0.9,2.5
8238,269.3,0,28.5,19.1,77.3,1.2,4.2,176.3,0.5,30.7,21.3,79.8,0.9,2.5,140.9,17,28,21.8,85.5,0.7,0
8239,176.3,0.5,30.7,21.3,79.8,0.9,2.5,140.9,17,28,21.8,85.5,0.7,0,470.4,36,23.1,21.5,91.1,0.5,0
8240,140.9,17,28,21.8,85.5,0.7,0,470.4,36,23.1,21.5,91.1,0.5,0,414.1,1.5,27.1,20.9,89.3,0.3,0
8241,470.4,36,23.1,21.5,91.1,0.5,0,414.1,1.5,27.1,20.9,89.3,0.3,0,220.1,0,34.1,22.7,73.1,1.2,8.8
8242,414.1,1.5,27.1,20.9,89.3,0.3,0,220.1,0,34.1,22.7,73.1,1.2,8.8,144,0,30,21.8,69.5,2.4,1.6
8243,220.1,0,34.1,22.7,73.1,1.2,8.8,144,0,30,21.8,69.5,2.4,1.6,105,0,31.9,23.4,66.5,2.6,10.3
8244,144,0,30,21.8,69.5,2.4,1.6,105,0,31.9,23.4,66.5,2.6,10.3,78.6,0,35.7,22.2,69.9,1.2,12.2
8245,105,0,31.9,23.4,66.5,2.6,10.3,78.6,0,35.7,22.2,69.9,1.2,12.2,63.2,0,35,25.3,71.3,1.3,8
8246,78.6,0,35.7,22.2,69.9,1.2,12.2,63.2,0,35,25.3,71.3,1.3,8,54,0,32.7,26.3,73.1,1.3,3.9
8247,63.2,0,35,25.3,71.3,1.3,8,54,0,32.7,26.3,73.1,1.3,3.9,41.1,0,31.9,24.9,74.5,1.3,1
8248,54,0,32.7,26.3,73.1,1.3,3.9,41.1,0,31.9,24.9,74.5,1.3,1,41,0,29.6,25.7,70.6,1.7,3.2
8249,41.1,0,31.9,24.9,74.5,1.3,1,41,0,29.6,25.7,70.6,1.7,3.2,31.6,0,31.6,25,71.4,1.4,3.3
8250,41,0,29.6,25.7,70.6,1.7,3.2,31.6,0,31.6,25,71.4,1.4,3.3,45.6,7,31.3,23.6,77,1.6,4.5
8251,31.6,0,31.6,25,71.4,1.4,3.3,45.6,7,31.3,23.6,77,1.6,4.5,37.1,9.5,28.1,22.5,83.8,1.1,0
8252,45.6,7,31.3,23.6,77,1.6,4.5,37.1,9.5,28.1,22.5,83.8,1.1,0,212.6,109.9,28.6,22.8,84.4,2.4,0.1
8253,37.1,9.5,28.1,22.5,83.8,1.1,0,212.6,109.9,28.6,22.8,84.4,2.4,0.1,3449.6,81.5,23.6,20.5,92.4,0.9,0
8254,212.6,109.9,28.6,22.8,84.4,2.4,0.1,3449.6,81.5,23.6,20.5,92.4,0.9,0,2123.8,77,21.9,20,93,0.9,0
8255,3449.6,81.5,23.6,20.5,92.4,0.9,0,2123.8,77,21.9,20,93,0.9,0,1517,0.5,31.5,21.2,75.6,1.3,5.4
8256,2123.8,77,21.9,20,93,0.9,0,1517,0.5,31.5,21.2,75.6,1.3,5.4,497.4,0.5,30,20.8,73.5,2,2.8
8257,1517,0.5,31.5,21.2,75.6,1.3,5.4,497.4,0.5,30,20.8,73.5,2,2.8,295.8,7,23.2,19.9,86.6,1.4,0
8258,497.4,0.5,30,20.8,73.5,2,2.8,295.8,7,23.2,19.9,86.6,1.4,0,249.1,6,24.9,18.5,76.4,1.5,0
8259,295.8,7,23.2,19.9,86.6,1.4,0,249.1,6,24.9,18.5,76.4,1.5,0,190.5,2,23.2,17.6,80,1.3,0
8260,249.1,6,24.9,18.5,76.4,1.5,0,190.5,2,23.2,17.6,80,1.3,0,135.7,0,27.6,19.3,80.4,0.5,2.1
8261,190.5,2,23.2,17.6,80,1.3,0,135.7,0,27.6,19.3,80.4,0.5,2.1,100.2,0,28.3,20.2,78.4,0.9,1.3
8262,135.7,0,27.6,19.3,80.4,0.5,2.1,100.2,0,28.3,20.2,78.4,0.9,1.3,85.1,0,29.9,19.9,76.5,0.9,4
8263,100.2,0,28.3,20.2,78.4,0.9,1.3,85.1,0,29.9,19.9,76.5,0.9,4,69.5,0,25.5,20.3,81,1,0
8264,85.1,0,29.9,19.9,76.5,0.9,4,69.5,0,25.5,20.3,81,1,0,58.4,0.2,25.6,21.4,84.4,1.6,0
8265,69.5,0,25.5,20.3,81,1,0,58.4,0.2,25.6,21.4,84.4,1.6,0,52,0,28.9,21.9,71.9,1.3,0.1
8266,58.4,0.2,25.6,21.4,84.4,1.6,0,52,0,28.9,21.9,71.9,1.3,0.1,46.4,0,28.3,19.5,69.1,1.8,1.5
8267,52,0,28.9,21.9,71.9,1.3,0.1,46.4,0,28.3,19.5,69.1,1.8,1.5,36.2,0,29.5,16.1,67.9,1,11.8
8268,46.4,0,28.3,19.5,69.1,1.8,1.5,36.2,0,29.5,16.1,67.9,1,11.8,32,0,28.4,19.6,78.8,0.6,1.9
8269,36.2,0,29.5,16.1,67.9,1,11.8,32,0,28.4,19.6,78.8,0.6,1.9,36.7,8,26.7,21,86.5,0.6,0.2
8270,32,0,28.4,19.6,78.8,0.6,1.9,36.7,8,26.7,21,86.5,0.6,0.2,53.5,24,29.8,21.2,87,0.9,2.1
8271,36.7,8,26.7,21,86.5,0.6,0.2,53.5,24,29.8,21.2,87,0.9,2.1,78.7,0,31.3,20.5,77.1,0.7,7.6
8272,53.5,24,29.8,21.2,87,0.9,2.1,78.7,0,31.3,20.5,77.1,0.7,7.6,48.9,0,31.6,20.8,75.9,1.1,7
8273,78.7,0,31.3,20.5,77.1,0.7,7.6,48.9,0,31.6,20.8,75.9,1.1,7,44.3,4.5,30.5,22.6,79.6,0.8,3.5
8274,48.9,0,31.6,20.8,75.9,1.1,7,44.3,4.5,30.5,22.6,79.6,0.8,3.5,78.3,39,25.3,22.3,91.1,0.5,0
8275,44.3,4.5,30.5,22.6,79.6,0.8,3.5,78.3,39,25.3,22.3,91.1,0.5,0,171.8,0,31.2,21,77.8,0.7,8.2
8276,78.3,39,25.3,22.3,91.1,0.5,0,171.8,0,31.2,21,77.8,0.7,8.2,86.8,0,32.2,23,78.1,1.5,4.4
8277,171.8,0,31.2,21,77.8,0.7,8.2,86.8,0,32.2,23,78.1,1.5,4.4,71.6,0.1,27.8,22.4,81.8,1.9,0.1
8278,86.8,0,32.2,23,78.1,1.5,4.4,71.6,0.1,27.8,22.4,81.8,1.9,0.1,526.6,36.5,24.4,20.5,82.3,3.4,0
8279,71.6,0.1,27.8,22.4,81.8,1.9,0.1,526.6,36.5,24.4,20.5,82.3,3.4,0,2871.5,39,24.9,19.2,81.3,2.3,0
8280,526.6,36.5,24.4,20.5,82.3,3.4,0,2871.5,39,24.9,19.2,81.3,2.3,0,596.4,0,30.3,18.9,80.6,0.6,7.4
8281,2871.5,39,24.9,19.2,81.3,2.3,0,596.4,0,30.3,18.9,80.6,0.6,7.4,285.3,0,32.2,22.2,78.3,1.3,6.9
8282,596.4,0,30.3,18.9,80.6,0.6,7.4,285.3,0,32.2,22.2,78.3,1.3,6.9,188.6,0,28.7,21.1,73,2.1,2.4
8283,285.3,0,32.2,22.2,78.3,1.3,6.9,188.6,0,28.7,21.1,73,2.1,2.4,124.8,0,22.9,19.7,76.4,2,0
8284,188.6,0,28.7,21.1,73,2.1,2.4,124.8,0,22.9,19.7,76.4,2,0,108.5,0,24.9,15.7,62.4,2.8,2.8
8285,124.8,0,22.9,19.7,76.4,2,0,108.5,0,24.9,15.7,62.4,2.8,2.8,87.5,0,27.7,13.4,64.1,2.2,11.8
8286,108.5,0,24.9,15.7,62.4,2.8,2.8,87.5,0,27.7,13.4,64.1,2.2,11.8,91.6,0,29.3,13.5,73,1.1,11.1
8287,87.5,0,27.7,13.4,64.1,2.2,11.8,91.6,0,29.3,13.5,73,1.1,11.1,63.6,0,29.8,17.8,70.9,0.9,7.8
8288,91.6,0,29.3,13.5,73,1.1,11.1,63.6,0,29.8,17.8,70.9,0.9,7.8,49.7,0,29.6,15.3,71.3,1.5,11.5
8289,63.6,0,29.8,17.8,70.9,0.9,7.8,49.7,0,29.6,15.3,71.3,1.5,11.5,46.9,0,30.4,16.5,75.6,0.9,7.4
8290,49.7,0,29.6,15.3,71.3,1.5,11.5,46.9,0,30.4,16.5,75.6,0.9,7.4,51,8.5,20.7,15.2,86.4,1.5,0
8291,46.9,0,30.4,16.5,75.6,0.9,7.4,51,8.5,20.7,15.2,86.4,1.5,0,43.7,0,24.9,15.8,74.3,1.8,2.9
8292,51,8.5,20.7,15.2,86.4,1.5,0,43.7,0,24.9,15.8,74.3,1.8,2.9,35.3,0,24.7,16.6,77,1.2,2.8
8293,43.7,0,24.9,15.8,74.3,1.8,2.9,35.3,0,24.7,16.6,77,1.2,2.8,60.8,0,20.5,15.9,83.6,0.8,0
8294,35.3,0,24.7,16.6,77,1.2,2.8,60.8,0,20.5,15.9,83.6,0.8,0,33.6,0,22,13.4,75.5,1.2,0.3
8295,60.8,0,20.5,15.9,83.6,0.8,0,33.6,0,22,13.4,75.5,1.2,0.3,19.1,0,26.6,10.8,67.5,0.9,11.1
8296,33.6,0,22,13.4,75.5,1.2,0.3,19.1,0,26.6,10.8,67.5,0.9,11.1,34.4,0,26.7,10.8,77.4,0.7,6.2
8297,19.1,0,26.6,10.8,67.5,0.9,11.1,34.4,0,26.7,10.8,77.4,0.7,6.2,23.1,0,26.1,14.6,81.6,0.9,3.8
8298,34.4,0,26.7,10.8,77.4,0.7,6.2,23.1,0,26.1,14.6,81.6,0.9,3.8,28.4,0,24.6,13.1,80.4,0.6,3
8299,23.1,0,26.1,14.6,81.6,0.9,3.8,28.4,0,24.6,13.1,80.4,0.6,3,20.4,0.5,23.7,14.6,81.3,1.1,0.3
8300,28.4,0,24.6,13.1,80.4,0.6,3,20.4,0.5,23.7,14.6,81.3,1.1,0.3,35.6,0,25,11.5,70.4,1.4,6.8
8301,20.4,0.5,23.7,14.6,81.3,1.1,0.3,35.6,0,25,11.5,70.4,1.4,6.8,12.3,0,25.4,10.2,75.5,1.1,7.3
8302,35.6,0,25,11.5,70.4,1.4,6.8,12.3,0,25.4,10.2,75.5,1.1,7.3,34.4,0,26.2,10.7,76.4,0.8,6.8
8303,12.3,0,25.4,10.2,75.5,1.1,7.3,34.4,0,26.2,10.7,76.4,0.8,6.8,0,0,26.1,11.5,76.5,0.8,8.7
8304,34.4,0,26.2,10.7,76.4,0.8,6.8,0,0,26.1,11.5,76.5,0.8,8.7,29.1,0,26.3,13.9,79.6,0.7,5.8
8305,0,0,26.1,11.5,76.5,0.8,8.7,29.1,0,26.3,13.9,79.6,0.7,5.8,14.2,0,25.1,13.6,72,1.3,6.3
8306,29.1,0,26.3,13.9,79.6,0.7,5.8,14.2,0,25.1,13.6,72,1.3,6.3,4.9,0,26.9,11.3,69.9,1.6,8.6
8307,14.2,0,25.1,13.6,72,1.3,6.3,4.9,0,26.9,11.3,69.9,1.6,8.6,18.2,7,24.4,15.6,77,1,4.7
8308,4.9,0,26.9,11.3,69.9,1.6,8.6,18.2,7,24.4,15.6,77,1,4.7,29.7,0,24.2,15.6,78.4,0.7,2.2
8309,18.2,7,24.4,15.6,77,1,4.7,29.7,0,24.2,15.6,78.4,0.7,2.2,14.8,0,24,14.2,81.5,0.7,3.6
8310,29.7,0,24.2,15.6,78.4,0.7,2.2,14.8,0,24,14.2,81.5,0.7,3.6,11.6,5.5,20.6,8.7,72,1.8,6.1
8311,14.8,0,24,14.2,81.5,0.7,3.6,11.6,5.5,20.6,8.7,72,1.8,6.1,20.6,13,19.1,7,84.4,0.6,3
8312,11.6,5.5,20.6,8.7,72,1.8,6.1,20.6,13,19.1,7,84.4,0.6,3,15.1,0,22,6.1,76.5,0.7,7.5
8313,20.6,13,19.1,7,84.4,0.6,3,15.1,0,22,6.1,76.5,0.7,7.5,24.6,2.5,19.7,8.2,80.4,0.8,1.9
8314,15.1,0,22,6.1,76.5,0.7,7.5,24.6,2.5,19.7,8.2,80.4,0.8,1.9,35.8,20,19.5,9.4,82.5,0.9,0.6
8315,24.6,2.5,19.7,8.2,80.4,0.8,1.9,35.8,20,19.5,9.4,82.5,0.9,0.6,25,0,19.2,7.6,69.4,1.6,7
8316,35.8,20,19.5,9.4,82.5,0.9,0.6,25,0,19.2,7.6,69.4,1.6,7,22.3,0,17.4,4.3,72.5,0.8,7.9
8317,25,0,19.2,7.6,69.4,1.6,7,22.3,0,17.4,4.3,72.5,0.8,7.9,18.5,0,19.6,5.6,75.9,0.9,7.2
8318,22.3,0,17.4,4.3,72.5,0.8,7.9,18.5,0,19.6,5.6,75.9,0.9,7.2,12.1,0,21.3,6.4,76,0.7,6.1
8319,18.5,0,19.6,5.6,75.9,0.9,7.2,12.1,0,21.3,6.4,76,0.7,6.1,16.6,0,22.9,8.2,78,0.7,6
8320,12.1,0,21.3,6.4,76,0.7,6.1,16.6,0,22.9,8.2,78,0.7,6,9.4,0,22.7,10.6,82.5,0.6,3.9
