,inflow,outflow,precipitation,temp_max,temp_min,humidity,wind,solar
2001-06-07,0,49.9,0,36,17.6,57,1.2,11
2001-06-08,0,47.6,0,35.5,19.1,55.5,1.9,11
2001-06-09,0.9,48.8,0.5,35.2,18.7,60,1.8,10.1
2001-06-10,0,51.4,0,34.6,16.6,60.4,2,7.8
2001-06-11,11.7,52,12.3,31.3,17.1,60.1,1.8,7.1
2001-06-12,18.8,51.7,10.5,28.4,18.3,75.1,1.2,4.2
2001-06-13,3.2,50.6,2.4,21.4,17.9,84.1,0.7,0
2001-06-14,10.5,50.5,0,26.2,15.9,55.5,2.3,8.3
2001-06-15,0,51.2,0,30.2,12.6,60.1,1.4,12.2
2001-06-16,3.7,50.6,0,24.7,15.3,73.3,0.6,2
2001-06-17,4.3,51.1,3.1,31,16.8,64,1.3,5.1
2001-06-18,44,51.2,53,21.7,18.2,90.3,0.9,0
2001-06-19,31.3,49.3,2.8,23,17.1,83.9,2,0
2001-06-20,32.4,50.3,0,30.1,15,66,1.7,11.4
2001-06-21,17.4,49.6,0,26.5,18.9,71.4,1.2,1.5
2001-06-22,13.9,49.6,3.7,26.9,19.3,71.8,1.4,1.5
2001-06-23,10.7,49.9,0.2,23.8,20,82.6,0.9,0
2001-06-24,17.9,49.9,6.2,22.9,19.1,87.3,0.6,0
2001-06-25,7.6,50.2,0,30.2,17,71.8,1.5,7
2001-06-26,5.1,51.1,0,27.7,19.1,67,1.8,3.5
2001-06-27,0.7,50,0,25.9,21.7,76.1,1.9,0
2001-06-28,12,50.7,0,28.2,20.7,80.5,0.8,0
2001-06-29,18.6,50.2,23.1,26.2,20,86.8,0.6,0
2001-06-30,326.5,50.8,58.5,23.8,21,90.9,1.2,0
2001-07-01,187,50.8,0,29.1,20.8,84.3,0.6,1.1
2001-07-02,103.9,49.8,0.5,32,21.9,80.8,0.8,2
2001-07-03,68.1,50,5.4,28.9,24.3,77.9,1.5,0.4
2001-07-04,50.6,39.7,0,32.6,24.6,63.6,2.3,7.5
2001-07-05,39.9,39.9,3.2,27.3,20.6,78.9,2,0.1
2001-07-06,40,40,0,33.6,19.9,63.6,1.5,10.8
2001-07-07,32.7,39.9,0,33.7,16.7,66.4,1.3,11.6
2001-07-08,22,40.1,0,32.4,19.8,70.8,1.2,7.5
2001-07-09,14.4,39.7,0,31.7,19.3,69.3,1.3,8.2
2001-07-10,24.8,39.2,18.2,25.3,18.5,85,1.1,0.7
2001-07-11,40,40,25.8,30.6,19.3,80.5,0.8,3
2001-07-12,32.8,40,0,32.9,22.1,72.5,1.2,6.4
2001-07-13,11.9,40.7,0,32,19.6,74,1,6.1
2001-07-14,25.5,39.9,19.7,27.2,21,87,1,0
2001-07-15,1478.2,0.4,197.6,24.1,20.2,90.4,2,0.3
2001-07-16,713.4,36.6,0,30.8,19.1,69.4,2.1,8.9
2001-07-17,262.7,37,0,32.6,17.1,65.1,2,12.7
2001-07-18,149,37.2,0,32,17,69.1,1.1,10
2001-07-19,90.6,36.6,0,33.6,20,70.4,1.1,9.2
2001-07-20,73.4,40.1,1.3,31.7,22.3,77.8,1.1,4.1
2001-07-21,66.4,41.4,9.7,30.6,23.9,86.5,0.7,0.2
2001-07-22,58.4,45.9,7.1,30.1,23.6,85.1,1.6,1.1
2001-07-23,1088.5,7.1,22.7,29.6,23.6,87.4,1,1.4
2001-07-24,341.8,23.9,0,29.8,22,83.4,0.8,0.7
2001-07-25,162,41.5,0,34.5,23.1,80.1,0.7,4.8
2001-07-26,103.1,40.3,0,32.7,23.5,81.3,1,2
2001-07-27,79.4,38.9,0,32.5,22.7,81,0.6,2.9
2001-07-28,62.5,40,0,32.5,23.3,77.3,0.9,1.2
2001-07-29,115.6,2.7,60.5,27.1,23.9,89.9,1.3,0
2001-07-30,445.9,1.9,62.8,27.3,23.8,90.5,1.1,0
2001-07-31,1656.8,0.2,85.8,29.7,23.5,90.8,0.8,0.4
2001-08-01,1079.6,0,37.3,32.7,22.8,89,1,3.7
2001-08-02,528.3,12.9,7.1,35.1,23,78.1,0.9,6.9
2001-08-03,300.1,38.5,0,35.6,24.5,77.5,0.7,9.5
2001-08-04,189.4,17.1,0,35.6,24.5,75.4,1.1,8.4
2001-08-05,136.2,33.4,0,32.5,22.9,76.1,1.2,6.2
2001-08-06,99.8,89,0.2,32.9,22,77.1,1,6.3
2001-08-07,107.9,53.6,3,32.8,23.5,83.4,0.8,2
2001-08-08,156.2,3.6,5.3,33.2,23.8,73.9,1.5,4.5
2001-08-09,119.6,81.3,0,30.9,18.7,72.3,1.5,9.7
2001-08-10,88.3,88.3,0,31.9,20.1,68.5,1.4,9.8
2001-08-11,68.1,84.5,0,29.1,20.7,68.6,1.7,2
2001-08-12,58.6,64.1,0,27.1,18.8,67.9,1.9,1.7
2001-08-13,62.8,79.2,52.2,23.4,19.5,85.1,1.9,0.1
2001-08-14,67.1,89,26.1,28.2,20.1,86.1,0.9,0.5
2001-08-15,103.6,38,57.7,30,23.2,86.1,0.6,0.9
2001-08-16,68.1,68.1,0,34.4,23.4,75.5,0.9,9
2001-08-17,56,88.8,0,35.8,21.7,69.1,1.2,11.3
2001-08-18,38.8,77,0,32.5,20.8,68.3,1.7,9.3
2001-08-19,43.2,70.5,0,32.2,20,67.5,1.6,10.5
2001-08-20,44.1,98.6,0,33,19.2,71.9,1.4,12.4
2001-08-21,16.2,81.4,0,33.7,21.1,74.3,1,8
2001-08-22,27.9,87.6,0,33,20.9,72.8,1.2,8.6
2001-08-23,19.2,84.1,0,31.5,19.5,72.9,1.2,8
2001-08-24,11.3,113.8,0,31.9,18.2,70.1,1.1,9.6
2001-08-25,28.5,55.4,0,28.7,18.2,79.9,0.8,1
2001-08-26,18.8,61.8,1.9,31.6,17.7,71.4,1.6,11.3
2001-08-27,15,90.1,0,30.7,16.3,66.4,2,11.6
2001-08-28,12.4,49.9,0,30.3,14.9,68.1,1.3,11.9
2001-08-29,11.5,43.6,2.6,29.1,18,73.8,1.6,7.3
2001-08-30,22,96.7,0,29.8,17.3,69.9,1.2,9.9
2001-08-31,7.7,55.6,0,31.3,16.2,71.1,1.1,10.3
2001-09-01,7.6,55.4,0,31.4,16.4,67.3,1.4,11.7
2001-09-02,12.6,49.7,0,31.8,15.6,64.5,2,11.5
2001-09-03,18.6,60.9,0,31.6,17.4,72.3,1.4,8.4
2001-09-04,6.3,59.1,0,29.8,18.2,75.6,1,5.4
2001-09-05,11.9,59.4,0,31.6,20.4,72.3,1.1,7.8
2001-09-06,10.6,58,0,29.4,19.1,77.8,1.5,2.6
2001-09-07,15.5,57.5,0,27.8,17.8,72,1.7,5.2
2001-09-08,14.5,61.7,0,28.6,16.6,74.8,1.5,3.3
2001-09-09,19.7,45.9,0.8,28.1,20.8,76.5,1.9,1.7
2001-09-10,62.2,62.2,0,27.5,18.9,62.3,2.3,3.3
2001-09-11,125,62.1,0,26.3,15.5,57.1,2.1,9.4
2001-09-12,58.3,68.8,0,27.7,12.1,64.3,1.4,11.4
2001-09-13,34.8,66.3,0,28,11.9,65.4,2.4,10.9
2001-09-14,34.4,60.6,0,25.1,12.9,71.9,2.2,4.8
2001-09-15,14.9,62,0,30.1,12.4,67.4,1.8,11.3
2001-09-16,17.6,59.4,0,31.4,11.9,62.5,1.2,11
2001-09-17,7,59.1,0,27.2,14.4,77.8,0.6,1.4
2001-09-18,18.8,60.4,0,30,13.5,62.3,1.2,7
2001-09-19,4.3,61.4,0,26.2,10.5,69.6,1.6,4.5
2001-09-20,13.8,60.4,0,25.5,15,79.4,0.7,1.3
2001-09-21,18.7,60.1,0,20.2,7.1,64.5,2.4,7.2
2001-09-22,25.8,61.9,0,24.1,5.2,62.9,1.2,10.6
2001-09-23,16.6,47.5,0,25.3,7.4,68,1.1,9.3
2001-09-24,8.7,60.2,0.1,24.7,9.9,72.8,0.7,4.3
2001-09-25,13.3,59.5,0,25.8,13.3,70.8,1.4,6.1
2001-09-26,3.5,54.8,0,26.1,11,64.4,1.1,7.7
2001-09-27,13.7,54.6,0,27.2,12.8,62.1,1,8.9
2001-09-28,4.3,55.4,0,25.8,9,64.3,2.2,9.5
2001-09-29,9.7,55.6,0,23.7,13.3,69.5,1.3,2.7
2001-09-30,15.5,20.6,8,16.7,14.3,87.8,0.9,0
2001-10-01,64.9,54.7,31,15.8,11.4,89.4,0.5,0
2001-10-02,101.2,45.1,0,22,12.1,81.5,0.7,5.5
2001-10-03,46.8,51.9,0.3,20.7,13.9,83.6,0.6,0.2
2001-10-04,28.5,38.7,1.3,19.7,14.7,78.6,1.2,0
2001-10-05,21.7,57.4,0,20.6,8,70.9,0.9,8.8
2001-10-06,19.8,55.4,0,24,8.7,74.1,1.3,8.1
2001-10-07,6.2,46.9,0,23.7,10.2,64.9,2,6.2
2001-10-08,13.6,54.2,0,20.7,12.7,68.3,1.6,0.5
2001-10-09,29.7,55,25.8,19.1,12.1,84.8,1.5,0.1
2001-10-10,262.2,53.7,13.7,14.9,9.8,84,2,0
2001-10-11,195.9,16.5,0,20.8,9.3,81.3,0.8,4.5
2001-10-12,96,54.8,0,19.7,10.2,81.1,0.5,2.2
2001-10-13,80.5,39.2,0,20.5,10.1,82.9,0.6,3.9
2001-10-14,39.3,44.5,0,25.1,11.2,74.6,1.4,7.1
2001-10-15,45.2,50.4,0.2,17.3,10.2,85.4,0.5,0.2
2001-10-16,29.5,55.3,0,21.7,12.7,71.8,0.9,2.5
2001-10-17,29.1,54.9,0,20.6,6.2,58.5,1.4,9.5
2001-10-18,25.4,30.5,0,20.4,4.5,67.4,1.2,9.2
2001-10-19,19.9,30.2,0,20.9,5.7,78.4,0.6,5.9
2001-10-20,19.7,30,0,19.9,5.8,79.5,0.5,4.2
2001-10-21,16.5,42.2,0,23.2,6.6,72.3,0.5,8.6
2001-10-22,18.1,18.1,0,24.9,9.7,68.4,0.4,7.1
2001-10-23,20.2,25.3,0,23.2,6.7,77.5,0.4,6
2001-10-24,9.1,24.5,0,20.8,7.4,83.3,0.3,4.4
2001-10-25,17.9,48.7,0,22.4,8.1,80.3,0.3,5.6
2001-10-26,16.6,42.2,0,22.9,10,81.9,0.4,4.9
2001-10-27,12.7,48.5,0,16.9,9.8,88.1,0.5,0
2001-10-28,14.8,55.7,0.3,22.9,12.8,69.6,1.3,4.1
2001-10-29,15.5,61.4,0,18.7,7.7,63.4,1.4,5.4
2001-10-30,18.7,59.4,0,18.5,6.1,81,0.5,3
2001-10-31,19.7,55.3,0,18.6,7.3,68.5,1.4,2.4
2001-11-01,14.3,54.9,2.3,18.1,2.4,61.9,1.5,7.4
2001-11-02,9.4,55,0,15.2,-1.2,65.8,0.5,8.4
2001-11-03,2.8,48.3,0,15,0.9,68.1,0.5,3.7
2001-11-04,14.6,55,0,14.2,-1.8,67.6,0.6,6
2001-11-05,10,55.4,3.4,8.9,2.1,86.9,0.7,0
2001-11-06,16,56.3,0,9.3,-1.6,72.9,0.9,6.1
2001-11-07,5.6,55.8,0,10.9,-3.2,78.3,0.6,5.7
2001-11-08,9.5,44.6,0,14,-1.6,77.6,0.5,6.1
2001-11-09,7.4,47.4,0.3,11.9,1.5,83,1.2,1.4
2001-11-10,14.6,39.6,0,12.6,0.7,82.9,0.7,4.5
2001-11-11,15.5,45.5,0,10.2,0.5,87.8,0.4,0.7
2001-11-12,10.7,55.6,0,13.2,-1.5,75.4,0.7,4.5
2001-11-13,6.9,56.7,0,10.6,-2.7,61.4,0.6,7.1
2001-11-14,13.8,58.5,0,12.1,-4.6,58.1,1,8.8
2001-11-15,5.6,55.2,0,10.7,-5.9,64,1.1,8.5
2001-11-16,4.6,54,0,12.7,-3.9,68,1.4,6.2
2001-11-17,11.1,55.5,0,12.6,-1.1,77.3,0.5,4.9
2001-11-18,7.1,36.7,0,13.3,-3.4,67.8,0.4,8.2
2001-11-19,5.7,54.9,0,13.9,-3.1,70.9,0.2,8.2
2001-11-20,7.6,56.7,0,14.5,-2.5,73.3,0.4,7
2001-11-21,8.6,57.6,0,13.1,-1.7,83,0.3,4.2
2001-11-22,8.4,57.3,0,7.8,0.1,89.1,0.5,0.7
2001-11-23,4.7,58.3,0,8.3,0.8,87.9,0.5,0
2001-11-24,5.8,49.6,5.1,9.1,2.3,86.6,0.6,0
2001-11-25,7.7,56.3,0,7.1,-0.2,51.1,2.7,7.7
2001-11-26,4,57.3,0,3.6,-5.9,47.4,2.1,8.4
2001-11-27,9.2,57.5,0,4.6,-7.7,54.5,1.8,7.3
2001-11-28,0,56.1,0,10.4,1.4,57.9,1.6,5.1
2001-11-29,7.6,55.7,1.2,6.9,4.2,85.1,0.4,0
2001-11-30,7.2,55.2,0,6.3,-4.1,51.3,1.9,8.4
2001-12-01,0.3,38.6,0.3,6.4,-7.4,67,0.8,6
2001-12-02,1.1,53.7,0,7.3,-1,69,1.5,3.9
2001-12-03,7.9,55.6,0,3.3,-3.6,70.5,0.4,0
2001-12-04,3.6,56,0,8.6,-3.9,58.8,0.5,7.7
2001-12-05,1.9,54.1,0,7.9,-0.3,42.5,1.1,3.6
2001-12-06,8,50.7,0,4,-5.6,37.6,1.9,8.2
2001-12-07,0.7,52.7,0,3.4,-9.7,50.8,0.6,7.9
2001-12-08,0,50.7,0,7.3,-5.8,56.1,0.7,8.2
2001-12-09,1.4,53.2,0,6.7,-5.9,65.1,0.5,4.6
2001-12-10,6.7,53.7,0,9,-5.5,63.8,1.1,8
2001-12-11,1.2,52.7,0,10.7,-4.4,72.1,0.9,7.5
2001-12-12,8.9,51,4.4,3.7,-4.5,84.4,0.6,0
2001-12-13,0.5,61.1,0.2,3.2,-5.6,47.4,3.3,7.2
2001-12-14,0,49.7,0,-1.2,-9.2,37.5,2,7.6
2001-12-15,0.8,56.5,0,-0.7,-8.9,24.3,2.4,8
2001-12-16,1,19.5,0,0.5,-12,53.5,0.6,7.3
2001-12-17,4.7,14,0,4.4,-7.8,47.4,1.1,8.2
2001-12-18,1.4,15.3,0,1.3,-12.3,57.6,0.7,8.2
2001-12-19,6.2,15.4,0,2.1,-12.4,61,0.4,8.1
2001-12-20,0,16.4,0,2.5,-10.7,60.8,0.4,6.6
2001-12-21,4,17.9,0.1,1.4,-7.8,67.5,0.8,2.6
2001-12-22,6,15.2,0,1.4,-10.9,68.5,0.7,6.1
2001-12-23,1.4,15.2,0,2,-12.2,70.6,0.5,6.1
2001-12-24,2.5,16.3,0,3.4,-10.9,70.6,0.6,8.1
2001-12-25,5.6,14.8,0.7,8.1,-7.3,69.8,0.8,8
2001-12-26,1.1,14.9,0,4.9,-9.4,60.6,0.9,7.8
2001-12-27,1.5,15.3,0,3.6,-11.1,58.4,1,8
2001-12-28,7.4,16.6,0,3.3,-12.5,61.3,0.7,8.3
2001-12-29,0,14.6,4.2,1,-11.6,73.1,1.5,0
2001-12-30,5.7,14.9,0,-1.9,-12,46.9,2.3,8.2
2001-12-31,5.7,14.9,8.6,-4.2,-13.7,84.6,0.4,0.8
2002-01-01,5.7,14.9,0,-2.1,-9,57.9,2,5.7
2002-01-02,5.9,15.1,0,-7.1,-19.8,50.5,1.7,8.1
2002-01-03,1.7,15.4,0,-3.9,-20.7,63.4,0.5,8
2002-01-04,6.5,15.7,1.7,3.1,-9.7,77.8,0.9,0
2002-01-05,6.1,15.3,0,2.9,-9.2,59.4,1.1,8.3
2002-01-06,0,15.6,0,2.2,-13.3,72.1,0.4,8.1
2002-01-07,10.7,15.3,3.9,1,-8.3,63.1,3.1,3.4
2002-01-08,2.3,16,0,-3.5,-14.2,50.3,2.7,8.2
2002-01-09,2.1,15.8,0,-1.7,-17.1,69.3,0.5,8.2
2002-01-10,6.3,15.4,0,-0.5,-6.2,74.3,0.1,0
2002-01-11,0,15.3,0,8,-6.7,74.8,0.7,6.6
2002-01-12,3.4,76.2,0,5.6,-7.2,79.9,0.3,5.9
2002-01-13,7.8,80.4,0,9.1,-2,71.8,2.2,0.9
2002-01-14,0,80.7,4.3,5.9,2.3,88.8,0.9,0
2002-01-15,24.5,83.1,23.8,8.4,4.2,94.3,0.8,0
2002-01-16,56.1,69.6,13.6,8.4,1.7,75.8,2.3,0
2002-01-17,51.6,15.6,1.5,4,0,88.3,0.8,0
2002-01-18,28.7,15.2,0,5,-1.9,83.4,1.2,3.3
2002-01-19,21.1,16.6,0,7.2,-3,87,0.5,3.3
2002-01-20,25,16,5.6,3.8,-0.3,89.5,0.6,0
2002-01-21,15.5,15.5,0,2.8,-3.8,74.3,1.9,1.6
2002-01-22,10.8,15.3,0,-2.8,-6.6,52.3,3.4,6.3
2002-01-23,13.1,17.6,0,-0.2,-9.1,52,2.2,8.4
2002-01-24,11,15.5,0,1.8,-11.4,61.5,1.1,8.5
2002-01-25,6.2,15.2,0,2.8,-11,66.3,0.6,8.5
2002-01-26,15.1,15.1,3.2,0,-6.3,82.9,1,0
2002-01-27,10.3,14.8,2.5,3.2,-3.7,74.5,1.1,5.1
2002-01-28,10.7,15.2,0,0,-9.2,56,2.2,8.3
2002-01-29,5.4,14.4,1,2.8,-12.1,61,1.2,8.9
2002-01-30,11.2,15.7,1.1,2.8,-9.8,64.6,1.5,8.7
2002-01-31,1.9,15.4,0,2.6,-11.1,59.1,0.9,8.9
2002-02-01,10.6,10.6,0,2.3,-10.2,71.9,0.6,3.6
2002-02-02,10.9,10.9,0,8.7,-3.5,67.5,0.8,7.4
2002-02-03,6.4,10.9,0,10.1,-6.5,67.3,0.5,8.8
2002-02-04,10.8,10.8,0,5.7,-6,71.9,0.4,2.5
2002-02-05,10.6,10.6,0,10.6,-4.4,63.6,0.8,8.2
2002-02-06,6.2,10.7,1.8,8,-4,71.9,1.1,1.8
2002-02-07,15.2,10.7,0,10,-2.9,48.6,1.4,8.7
2002-02-08,5.8,10.3,0,4.8,-3.4,63.3,1.4,0.7
2002-02-09,5.4,9.9,0,2.5,-9,38,1.9,7.5
2002-02-10,6,10.5,0,3.1,-4.1,45.4,2.2,5.8
2002-02-11,5.7,10.2,0,2.5,-9.8,47.1,1.9,7
2002-02-12,6,10.5,0,4,-10.9,43.1,1.4,6.6
2002-02-13,9.8,9.8,0,6.1,-8.4,49.1,1,8.8
2002-02-14,5.7,10.2,0,7,-9.1,49.1,0.9,8.9
2002-02-15,6.1,10.6,0,8.1,-9,54.8,1.1,8.9
2002-02-16,5.8,10.3,0,4.7,-6.9,70.9,0.6,0.1
2002-02-17,6,10.5,2.8,4.3,-3,76.9,1.1,0
2002-02-18,10.6,10.6,0,2.8,-8.1,46.5,2,9.2
2002-02-19,1.3,10.3,0,5.9,-9.5,50.6,0.9,9.1
2002-02-20,5.6,10.1,0,9,-8.1,61,1.1,8.5
2002-02-21,5.8,10.3,0,6.6,-4,74.8,0.5,0.2
2002-02-22,7.7,21.1,0,11.1,-1.9,62.9,1.3,5.7
2002-02-23,7.6,21,0,11.6,-4.8,57.4,0.8,8.7
2002-02-24,2.7,20.6,0,12.7,-4.7,54.6,0.8,9.2
2002-02-25,6.7,20.1,0,10,-1.7,54,1.4,3.5
2002-02-26,7.4,20.8,0,12.5,-1.5,56.3,1,7
2002-02-27,3.2,21.1,0,12.8,0.1,60.9,0.8,4.4
2002-02-28,11.9,20.8,0,15.5,0.7,55.6,1,8.8
2002-03-01,1.7,50.7,0,15.4,-2.6,59.1,0.6,5.9
2002-03-02,9,49,0,12.4,-2.2,59.4,1.8,3.6
2002-03-03,2.9,51.7,0,11,-0.8,53.6,2.1,5.9
2002-03-04,7.4,51.7,0,10.9,-4.8,51.6,0.9,7.3
2002-03-05,5.1,49.3,3,4.9,1.4,71.6,0.8,0
2002-03-06,6.4,50.5,2.1,4,-1.2,66.8,2.7,0.5
2002-03-07,12.3,51.9,0,6.5,-6.6,47.6,2,9.4
2002-03-08,0,52.5,0,10.2,-6.3,56.8,1.4,9.3
2002-03-09,6.9,50.6,0,15.6,-3.2,60.3,2.2,6.4
2002-03-10,12.4,51.7,1.5,16.4,3.4,48,2.4,8.5
2002-03-11,7.3,50.8,0,15.4,-2.9,45.6,2.2,9.2
2002-03-12,12.7,51.8,0,18.4,-1.9,56.1,0.7,8.9
2002-03-13,0,57.3,0,19.9,0.2,51.4,1.3,7.9
2002-03-14,21.3,55.9,0,11.7,2.5,57.5,0.3,0
2002-03-15,15,58.1,0.1,16.4,4.4,62.1,2.1,3.9
2002-03-16,7.7,55.1,0,15.9,-0.4,48.5,2.2,7.1
2002-03-17,16.6,46.7,0,16.2,5.4,34.1,3,6.8
2002-03-18,12.3,55.2,0,14.1,0.6,35.8,2.8,8.4
2002-03-19,16.2,54.7,0,16.8,1.2,40.4,2.8,5.8
2002-03-20,0.1,55.6,0,20.7,-2.6,47.5,1.4,6.3
2002-03-21,27.8,53.4,15,18.2,6.5,43.3,4.4,0
2002-03-22,37.3,54.3,0,11.6,4.4,34.5,3.7,3.4
2002-03-23,28.1,66.3,0,9.6,2.1,30.8,3.4,5.7
2002-03-24,24.3,66.7,0,11.5,-4.2,44.5,2,9.9
2002-03-25,19.3,57.4,0,15.2,-2.9,58.6,1.5,5.8
2002-03-26,13.2,59.6,0,14.7,1.5,63.3,1.1,1.7
2002-03-27,14.2,64.7,0,18.2,1.4,54,1,10.1
2002-03-28,11.8,66.4,0,20.4,0.7,50.9,1.3,7.7
2002-03-29,6.1,60.5,0,20.6,6.2,58.1,0.9,7.4
2002-03-30,22.8,64.5,15,13.8,3.9,81.1,0.7,0.9
2002-03-31,14.6,64.6,0,19.3,7.3,71.3,1.4,6.3
2002-04-01,27.4,81.4,0,22.6,3.2,58.3,1.5,9.7
2002-04-02,21.9,75.9,0,25.4,4,50.1,1.1,10.2
2002-04-03,15.2,81.9,0,19.3,5.3,42.9,2.3,10.2
2002-04-04,20.3,74.3,0,24.4,0.6,40.5,1.1,10.4
2002-04-05,5.5,71.8,0,27.3,3.4,36,1.3,9.4
2002-04-06,37.5,74.7,34,19.1,9.8,89.4,1.2,0
2002-04-07,46,74.9,0,14.6,9.8,77.6,2.1,0.2
2002-04-08,50.8,67.3,0,14.4,7.1,39.6,3.2,4.1
2002-04-09,39.8,80.9,0.1,12.1,3.8,46.5,2.6,3.3
2002-04-10,23.8,81.2,0,14.8,0,54,2.1,8.4
2002-04-11,32.9,82,0,15.7,0.9,56.5,0.9,5.3
2002-04-12,21.5,82.7,5,17.4,0.1,66.5,1.7,5.9
2002-04-13,23.8,76.7,0,18.1,8,54.8,2,8.8
2002-04-14,27.5,76.2,0,27.3,5.9,46.3,2.1,10
2002-04-15,15.6,76.3,0,26.6,15.6,59.5,1,4.9
2002-04-16,27.5,79.9,16.5,19.6,13.2,82.5,1.7,0
2002-04-17,75.2,75.2,0.2,14.8,8.5,32.4,4,8.2
2002-04-18,63.6,71.7,0,20,2.1,42.3,2.2,11.8
2002-04-19,47.9,60,0,20.8,2.4,47.1,1.3,11.1
2002-04-20,39.9,60,0,24.1,1.1,43,0.8,10.9
2002-04-21,34.9,55,0,27.5,4.1,53.8,1.1,10.3
2002-04-22,27.5,59.6,0,30.4,9.9,56.5,0.8,11.4
2002-04-23,28.4,20.4,0,26.3,12.5,64.9,1.8,7.4
2002-04-24,17.3,21.3,0,17.6,5.3,42.6,2.8,10.4
2002-04-25,33.5,21.5,0,19.4,0.7,49.3,1.1,12.3
2002-04-26,21,21,0,22.3,2.9,41.6,1.2,11.6
2002-04-27,12.9,20.9,0,23.3,6,38.8,1.5,11.2
2002-04-28,17.6,61.6,0,25.3,6.7,41.6,2,10.7
2002-04-29,29.5,61.5,52.5,15.1,11.2,82.4,0.8,0
2002-04-30,348.7,10.4,35.5,16.2,10.5,82,1.3,0
2002-05-01,329.1,9.3,0,23.9,6.6,51.8,2.5,12.5
2002-05-02,171.5,59.6,1,27.8,6,48.1,1.8,10.1
2002-05-03,110.4,60.4,7.5,19.7,13.3,81.3,0.6,0
2002-05-04,80.6,59.7,0,28.6,14.1,60.6,1.1,10.2
2002-05-05,77.5,52.4,0,25.7,9.6,55.1,1.3,10.2
2002-05-06,43.5,60.2,1.5,21.5,9.5,58.4,1.3,0.4
2002-05-07,59.8,59.8,22,12.7,10.6,81.6,1.9,0
2002-05-08,96.8,59.4,0,23.9,9.5,64,1.5,12.3
2002-05-09,97.1,59.8,0,25.8,11.5,67.4,1.1,6.2
2002-05-10,69.3,61,0,23.9,13.4,60.3,1.5,2.6
2002-05-11,61.2,61.2,0,27.3,11.2,59.1,1.6,11.3
2002-05-12,49.9,49.9,0,24.7,12.3,67.3,1.1,2.2
2002-05-13,39,51.5,0,27.8,12,66.6,0.9,8.8
2002-05-14,45.8,49.9,0,27.6,13.4,69.9,1.1,3.7
2002-05-15,20.8,49.8,4,21.3,14.3,66.3,2.5,0
2002-05-16,33.7,50.3,8,16.5,11.9,79.4,1.5,0
2002-05-17,74.2,53.5,1,17.6,11.4,77.4,1,0
2002-05-18,62,49.6,5,23.9,10.8,71.8,1.2,6.9
2002-05-19,51.6,51.6,0.1,23.6,12.3,71.3,1.1,9
2002-05-20,35.4,43.7,0,28.9,11.7,63.9,1,9.2
2002-05-21,27.4,52.2,0,28.1,11.3,54.8,1.2,8.5
2002-05-22,34.3,51,0,28.3,14.6,51.6,1.3,10.5
2002-05-23,29.9,50.8,0,28.4,13,47.5,1.7,12.6
2002-05-24,23.7,48.7,0,28.7,9.7,46.1,1.6,12.7
2002-05-25,13.7,51.2,0,27.9,10.5,47.5,1.3,12
2002-05-26,21.7,50.8,2,23.6,11.3,65,1.3,8
2002-05-27,17.7,50.9,0,24.6,10.7,66.9,1.2,6.9
2002-05-28,13.9,51.2,0,26.3,10.2,56.9,1.3,12.3
2002-05-29,20.9,49.8,0,28.1,9.8,54.6,1,10.7
2002-05-30,3.1,52.6,3.5,26.5,13.2,70.5,1.6,4.1
2002-05-31,13.9,50.9,0,27.6,17.1,63.5,1.8,8.7
2002-06-01,12.8,49.8,0,27.9,16.7,58.8,1.7,9.8
2002-06-02,4.7,49.8,0,30.4,13.4,57.4,1,12.8
2002-06-03,7.3,52.3,0,30.9,14.5,55.4,1,10.1
2002-06-04,10.6,51.4,0,29.2,18.4,62.4,0.8,4.3
2002-06-05,18.4,51,0,30.9,16.5,64.5,1,6.2
2002-06-06,1.4,50.2,0,33.2,18.6,63.8,1,9.1
2002-06-07,0,51.7,0,33.2,18.1,56.1,1.5,11.6
2002-06-08,6.4,50.8,0,28.7,16.6,63.6,1.1,6
2002-06-09,45.9,49.9,0,30.6,16,61.9,1.6,7.9
2002-06-10,0,51.3,25,26.2,19.3,74.8,1,0.1
2002-06-11,13.3,53.4,0,27.7,15,59.3,2.1,9.8
2002-06-12,23.5,51.5,7.5,22.8,11.1,76.5,0.9,3.8
2002-06-13,19.6,51.6,0,24.1,17.1,70.5,1.2,3.2
2002-06-14,16.1,52,0,25.6,15.1,64.5,1.2,5.5
2002-06-15,12.2,52,0.1,24.4,14.3,72.8,1,4.4
2002-06-16,20.6,52.4,0,28.1,16,66.6,1.1,10.2
2002-06-17,0,51.4,0,30.2,15.1,67.1,1.2,10
2002-06-18,4.7,52.1,0,30.7,16,64.4,1.2,11
2002-06-19,12.7,52.1,23.5,28.7,18.4,69.8,1.2,2.6
2002-06-20,26.7,50.3,16.5,28,19.2,76.1,1.2,6.3
2002-06-21,26.8,50.4,0,30,17.7,63.3,1.5,10.5
2002-06-22,16.5,59.7,0,25.9,16.2,60.1,2.4,8.1
2002-06-23,9.7,52.8,2,20.1,16.6,75,1.4,0
2002-06-24,19.3,50.5,5,17.8,15.2,74.1,1.7,0
2002-06-25,19.3,50.5,0,23.1,12.4,61.5,1.6,7.1
2002-06-26,16.7,51.7,0,28.1,9.8,60.4,1.5,13.2
2002-06-27,10.2,52.9,0,30.2,12.5,59.9,1,13
2002-06-28,12.5,51.2,0,31.2,15.9,59.9,0.9,11
